Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_12S_Oct2019_636	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;LC020920.1;AB040676.1;AP017957.1;AF417342.1;LC468860.1;LC499587.1;KF765500.2;LC385201.1;LC468861.1;AP009137.1;LC340033.1
forward_12S_Oct2019_637	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;LC385201.1;AP017957.1;AB040676.1;LC020920.1;LC468861.1;KF765500.2;LC499587.1;AF417342.1;LC468860.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_638	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.2142857143;	LC091575.1;NC_041097.1;LC091576.1;AP017957.1;AF417342.1;LC468861.1;LC385201.1;LC468860.1;KF765500.2;AB040676.1;LC499587.1;LC020920.1;AP009137.1;LC340033.1
forward_12S_Oct2019_639	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:98.0;	LC091575.1;NC_041097.1;LC091576.1;LC385201.1;LC499587.1;LC468860.1;KF765500.2;AB040676.1;AP009137.1;LC020920.1;AF417342.1;AP017957.1;LC340033.1;LC468861.1
forward_12S_Oct2019_640	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;AP017957.1;LC499587.1;LC468861.1;AB040676.1;LC468860.1;AF417342.1;KF765500.2;LC020920.1;LC385201.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_641	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1
forward_12S_Oct2019_642	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;LC385201.1;LC020920.1;LC499587.1;LC468861.1;AP017957.1;AB040676.1;LC468860.1;AF417342.1;KF765500.2;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_643	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;LC091575.1;NC_041097.1;LC468860.1;AP017957.1;LC385201.1;AF417342.1;KF765500.2;LC020920.1;LC468861.1;AB040676.1;LC499587.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_644	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;NC_041097.1;LC091575.1;AB040676.1;LC020920.1;LC468861.1;AF417342.1;KF765500.2;LC468860.1;LC499587.1;LC385201.1;AP017957.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_645	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;LC499587.1;LC385201.1;LC468861.1;AB040676.1;AF417342.1;KF765500.2;LC020920.1;LC468860.1;AP017957.1;LC340033.1;AP009137.1;AP011557.1;AP011563.1
forward_12S_Oct2019_646	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;LC091575.1;NC_041097.1;LC385201.1;AF417342.1;LC499587.1;LC468860.1;AB040676.1;AP017957.1;KF765500.2;LC468861.1;LC020920.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_647	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;NC_041097.1;LC091575.1;KF765500.2;LC499587.1;AB040676.1;AP017957.1;LC468861.1;LC020920.1;AF417342.1;LC468860.1;LC385201.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_648	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;LC385201.1;LC499587.1;AP017957.1;LC020920.1;AF417342.1;KF765500.2;LC468861.1;LC468860.1;AB040676.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_649	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;NC_041097.1;LC091575.1;LC468861.1;LC020920.1;AB040676.1;AF417342.1;KF765500.2;LC385201.1;AP017957.1;LC468860.1;LC499587.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_650	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;AF417342.1;LC468860.1;AB040676.1;LC468861.1;LC020920.1;KF765500.2;LC385201.1;LC499587.1;AP017957.1;LC340033.1;AP009137.1
forward_12S_Oct2019_651	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;LC020920.1;AP017957.1;AF417342.1;LC385201.1;KF765500.2;LC468860.1;LC468861.1;AB040676.1;LC499587.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_652	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;AP017957.1;LC468861.1;LC020920.1;AF417342.1;LC385201.1;LC499587.1;AB040676.1;LC468860.1;KF765500.2;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_653	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;LC499587.1;AB040676.1;LC468860.1;AF417342.1;LC468861.1;LC020920.1;LC385201.1;AP017957.1;KF765500.2;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_654	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;LC468860.1;LC020920.1;AF417342.1;AB040676.1;LC499587.1;LC468861.1;LC385201.1;KF765500.2;AP017957.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_655	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;LC385201.1;LC468860.1;AF417342.1;LC468861.1;LC020920.1;AB040676.1;AP017957.1;LC499587.1;KF765500.2;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_656	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;AB040676.1;KF765500.2;AF417342.1;LC499587.1;LC385201.1;AP017957.1;LC468860.1;LC020920.1;LC468861.1;LC340033.1;AP009137.1
forward_12S_Oct2019_657	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;AF417342.1;AP017957.1;LC468861.1;KF765500.2;LC385201.1;LC020920.1;AB040676.1;LC468860.1;LC499587.1;LC340033.1;AP009137.1
forward_12S_Oct2019_658	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;LC468860.1;AP017957.1;KF765500.2;LC499587.1;LC385201.1;LC020920.1;AB040676.1;AF417342.1;LC468861.1;AP009137.1;LC340033.1
forward_12S_Oct2019_659	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.5;species:95.7;	LC091575.1;NC_041097.1;LC091576.1;AP009137.1;LC340033.1;AP017957.1;KF765500.2;LC468860.1;LC499587.1;LC020920.1;AF417342.1;LC385201.1;LC468861.1;AB040676.1;AP011557.1;AP011563.1
forward_12S_Oct2019_660	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;LC091575.1;NC_041097.1;AF417342.1;LC468860.1;LC468861.1;AB040676.1;AP017957.1;LC499587.1;LC385201.1;KF765500.2;LC020920.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_661	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;LC091576.1;NC_041097.1;LC468861.1;AP017957.1;KF765500.2;AB040676.1;LC020920.1;AF417342.1;LC385201.1;LC499587.1;LC468860.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_662	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;AF417342.1;AB040676.1;LC020920.1;AP017957.1;LC468861.1;LC468860.1;LC499587.1;KF765500.2;LC385201.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_663	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091575.1;NC_041097.1;LC091576.1;AF417342.1;AP017957.1;LC499587.1;LC468860.1;LC020920.1;AB040676.1;KF765500.2;LC385201.1;LC468861.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_664	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1;LC499587.1;KF765500.2;LC468861.1;AB040676.1;LC468860.1;LC385201.1;AP017957.1;AF417342.1;LC020920.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_665	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091575.1;LC091576.1;LC468861.1;LC499587.1;LC385201.1;AP017957.1;AF417342.1;AB040676.1;LC468860.1;KF765500.2;LC020920.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_666	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091575.1;LC091576.1;LC385201.1;AF417342.1;KF765500.2;AP017957.1;LC499587.1;LC020920.1;LC468860.1;LC468861.1;AB040676.1;LC340033.1;AP009137.1;AP011557.1
forward_12S_Oct2019_667	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091576.1;NC_041097.1;LC091575.1;AB040676.1;AF417342.1;LC499587.1;KF765500.2;LC020920.1;AP017957.1;LC468861.1;LC385201.1;LC468860.1;AP009137.1;LC340033.1;AP011557.1
forward_12S_Oct2019_668	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NC_041097.1;LC091576.1;LC091575.1
forward_12S_Oct2019_669	1	0	0	Unclassified		
forward_12S_Oct2019_670	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:68.5;family:68.5;genus:68.5;species:68.5;	DQ336169.1;AB969963.1
forward_12S_Oct2019_671	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:88.15;species:80.25;	LC091576.1;LC091575.1;NC_041097.1;AP009617.1;AF417342.1;LC385201.1;LC499587.1;AP017957.1;KF765500.2;LC020920.1;LC468861.1;AB040676.1;LC468860.1;AP011557.1;AP009137.1;LC340033.1
forward_12S_Oct2019_672	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Oplegnathidae;genus:Oplegnathus;species:Oplegnathus woodwardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:51.4619047619;family:26.5682539683;genus:26.5682539683;species:26.5682539683;	KC136482.1;LC458134.1;LC146222.1;LC146225.1;MG255111.1;LC421690.1;EF616892.1;AP006009.1;LC421697.1;AB972198.1;KC136483.1;LC421698.1;MG255113.1;AB938146.1;FJ416614.1;LC006297.3;DQ872160.1;LC036780.1;LC036741.1;LC036779.1;LC208773.1;LC500739.1;AP006010.1;AB972189.1;LC036796.1;LC146230.1;LC499280.1;LC499270.1;AB378750.1;LC499278.1;LC021264.1;LC278087.1;AB378749.1;LC499279.1;FJ171339.1;MF621710.1;LC474184.1;MF621711.1;LC069537.1;NC_043916.1;JQ010988.1;JQ010987.1;LC146228.1;KC136457.1;KT211424.1;AP009169.1;LC458159.1;KM658974.1;LC146237.1;LC069635.1;LC069633.1;LC069607.1;KM030438.1;AB969895.1;AP006814.1;LC499379.1;AP006025.1;LC278180.1;LC092033.1;LC421722.1;LC421736.1;LC278172.1;LC278030.1;LC278029.1;LC421737.1;LC458214.1;LC278171.1;AB972128.1;LC421735.1;LC037134.1;MH377810.1;LC421721.1;LC092102.1;LC278185.1;LC278186.1;LC146280.1;LC104688.1;LC104689.1;LC146283.1;LC049802.1;LC499334.1;AP017437.1;LC026623.1;LC499336.1;LC049824.1;AP002939.1;LC091876.1;KF374954.1
forward_12S_Oct2019_673	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1
forward_12S_Oct2019_674	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.0;species:97.0;	AY279632.1;KY815300.1
forward_12S_Oct2019_675	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.0;species:98.0;	KC136408.1;LC037028.1;AP011062.1
forward_12S_Oct2019_676	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.6666666667;species:98.6666666667;	KC136408.1;AP011062.1;LC037028.1
forward_12S_Oct2019_677	1	0	0	Unclassified		
forward_12S_Oct2019_678	1	0	0	Unclassified		
forward_12S_Oct2019_679	1	0	0	Unclassified		
forward_12S_Oct2019_680	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Opistognathidae;genus:Opistognathus;species:Opistognathus jacksoniensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:26.6666666667;family:58.3333333333;genus:58.3333333333;species:23.9166666667;	LC277929.1;JF911713.1;LC499410.1;AB972248.1;AB974587.1;LC069728.1;AF294458.1;LC340218.1;LC499343.1;LC146288.1;LC278068.1
forward_12S_Oct2019_681	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Tripterygiidae;genus:Enneapterygius;species:Enneapterygius philippinus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC278068.1;LC146288.1
forward_12S_Oct2019_682	1	0	0	Unclassified		
forward_12S_Oct2019_683	1	0	0	Unclassified		
forward_12S_Oct2019_684	1	0	0	Unclassified		
forward_12S_Oct2019_685	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Tetraodontiformes;family:Balistidae;genus:Balistes;species:Balistes polylepis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.3333333333;species:65.3333333333;	KT600966.1;KT600939.1;AY700239.1;AY700240.1;KT600941.1;AY700238.1;KT600938.1;AP009204.1;LC278276.1;KT600929.1;LC278277.1;MG515171.1;AP009202.1;LC499578.1;AY700248.1;AP009203.1;EU108802.1;KT600950.1;KT600940.1;KT600951.1;KT600947.1;KT600937.1;AP009206.1;AY700242.1;LC037090.1;LC037088.1;EU108801.1;KT600985.1;LC499581.1;AP009211.1;EU108811.1;LC499537.1;KT600987.1
forward_12S_Oct2019_686	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Beloniformes;family:Exocoetidae;genus:Cheilopogon;species:Cheilopogon atrisignis;	superkingdom:100.0;phylum:100.0;class:100.0;order:28.9402356089;family:28.9402356089;genus:28.9402356089;species:10.8241803453;	KY067950.1;LC277966.1;FJ616348.1;AB470302.1;KU360729.1;LC069580.1;AP004444.1;KU315122.1;KU315120.1;AB470305.1;FJ616343.1;LC499163.1;KU315121.1;LC277968.1;DQ854637.1;KR150866.1;LC499161.1;AP006035.1;NC_039400.1;LC278119.1;KR150867.1;LC069595.1;FJ616360.1;AB972182.1;LC385180.1;LC036995.1;KJ174514.1;AB096005.1;AB969924.1;LC037009.1;FJ616291.1;KR150875.1;KU531435.1;LC069664.1;LC104435.1;LC104446.1;AB969925.1;LC104616.1;LC104440.1;NC_031182.1;LC069643.1;KF841444.1;FJ616301.1;FJ616297.1;JQ729316.1;FJ616355.1;NC_039356.1;LC037035.1;LC036993.1;AY279567.1;NC_044650.1;AF285924.1;LC069647.1;LC069662.1;JQ707049.1;FJ616356.1;AB972187.1;FJ616383.1;LC069537.1;AB969957.1;KP313730.1;FJ616313.1;LC069588.1;KF879808.1;KP231206.1;AY279566.1;KJ755565.1;KT215609.1;LC492382.1;LC474184.1;LC091968.1;LC492388.1;AB378750.1;AB378749.1;LC089001.1;AY279618.1;EU601225.1;KP728467.1;KT362183.1;KR150870.1;LC069579.1;LC069574.1;LC037141.1;LC069573.1;LC458153.1;LC278117.1;KT985048.1;MF621714.1;LC385184.1;MF621713.1;MH465023.1;MF621712.1;LC277930.1;AY372810.1;AP006783.1;AP004427.1;AY279621.1;AF285918.1;LC091972.1;AY279620.1
forward_12S_Oct2019_687	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Cichliformes;family:Cichlidae;genus:Centrogenys;species:Centrogenys vaigiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:35.8755128205;family:35.8755128205;genus:28.8541666667;species:28.8541666667;	KU315122.1;AB470304.1;KU315124.1;DQ854636.1;DQ854630.1;KJ510417.1;KU315125.1;DQ854639.1;DQ854644.1;DQ854638.1;DQ854626.1;AB972112.1;AP006035.1;DQ854637.1;DQ854629.1;DQ854627.1;DQ854643.1;KU531434.1;DQ854634.1;KU315121.1;KU315123.1;AB470302.1;AB470303.1;DQ854632.1;LC026658.1;KY628302.1;LC069577.1;KY628301.1;LC069590.1;DQ854645.1;LC458151.1;AP017445.1;KY213961.1;LC104591.1;KU236383.1;MH248250.1;KR150865.1;LC193250.1;AB969957.1;LC474196.1;AB969956.1;JQ707036.1;LC474195.1;LC499560.1;LC069589.1;KX686076.1;KY213963.1;LC458247.1;AB974593.1;AB355909.1;LC385199.1;NC_037220.1;KT591876.1;LC178316.1;LC178307.1;LC104479.1;LC178315.1;AB517556.1;LC178308.1;LC178309.1;LC036999.1;LC178324.1;LC178328.1;AB938138.1;LC178317.1;LC421689.1;LC069567.1;LC178329.1;LC178312.1;LC178313.1;LC492390.1;LC069568.1;LC178311.1;AB969928.1;AB972179.1;LC104613.1;LC492389.1;LC178306.1;LC178321.1;LC178323.1;FJ616315.1;LC340187.1;LC104634.1;LC069660.1;MF621710.1;MF621726.1;AB974585.1;KP704218.1;MF621725.1;JQ707030.1;FJ616325.1;LC069650.1;FJ616320.1;AB938160.1;LC069569.1;FJ616322.1;LC036793.1;KR349919.1;AP004425.1;FJ616339.1
forward_12S_Oct2019_688	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:76.5555555556;family:76.5555555556;genus:76.5555555556;species:60.0;	DQ336169.1;AB974539.1;KT373795.1;LC049667.1;MF966985.1;MF966978.1;MF966980.1;MF966979.1;MF966982.1;MF966981.1;MF966984.1;MF966983.1;KR075132.1;KT345965.1;AB974541.1;AY372779.1;KJ907732.1;KF815977.1
