fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	sum taxonomy
forward_c19_fishcard_1554	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_c19_fishcard_1555	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1556	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1557	0	0	1	
forward_c19_fishcard_1558	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1559	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1560	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1561	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1562	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
forward_c19_fishcard_1563	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
forward_c19_fishcard_1564	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
forward_c19_fishcard_1565	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
forward_c19_fishcard_1566	0	0	1	
forward_c19_fishcard_1567	0	0	1	Eukaryota;Chordata;Actinopteri;;;;
forward_c19_fishcard_1568	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1569	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1570	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1571	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1572	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1573	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1574	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1575	0	0	1	
forward_c19_fishcard_1576	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1577	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1578	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1579	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1580	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
forward_c19_fishcard_1581	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1582	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1583	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1584	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1585	0	0	1	
forward_c19_fishcard_1586	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1587	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1588	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1589	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1590	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1591	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1592	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;;
forward_c19_fishcard_1593	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1594	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
forward_c19_fishcard_1595	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1596	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1597	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1598	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1599	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1600	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1601	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1602	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;;
forward_c19_fishcard_1603	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1604	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_c19_fishcard_1605	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_c19_fishcard_1606	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;
forward_c19_fishcard_1607	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1608	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1609	0	0	1	
forward_c19_fishcard_1610	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1611	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1612	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1613	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
forward_c19_fishcard_1614	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_c19_fishcard_1615	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1616	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
forward_c19_fishcard_1617	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1618	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1619	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_c19_fishcard_1620	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1621	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1622	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;;
forward_c19_fishcard_1623	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1624	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1625	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;
forward_c19_fishcard_1626	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_c19_fishcard_1627	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_c19_fishcard_1628	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_c19_fishcard_1629	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_c19_fishcard_1630	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_c19_fishcard_1631	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1632	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1633	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1634	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1635	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1636	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1637	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1638	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1639	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;
forward_c19_fishcard_1640	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;
forward_c19_fishcard_1641	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_c19_fishcard_1642	0	0	1	
forward_c19_fishcard_1643	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1644	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1645	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1646	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1647	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1648	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1649	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1650	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1651	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1652	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1653	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1654	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1655	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1656	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1657	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1658	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1659	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1660	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1661	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1662	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1663	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1664	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1665	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1666	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1667	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1668	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1669	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1670	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1671	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1672	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1673	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1674	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1675	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1676	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1677	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1678	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1679	0	0	1	
forward_c19_fishcard_1680	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1681	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1682	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1683	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1684	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1685	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_c19_fishcard_1686	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1687	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_c19_fishcard_1688	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1689	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;
forward_c19_fishcard_1690	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;
forward_c19_fishcard_1691	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1692	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1693	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1694	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1695	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1696	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1697	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1698	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1699	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1700	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1701	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1702	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1703	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1704	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1705	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1706	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1707	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1708	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1709	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1710	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1711	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1712	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1713	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1714	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1715	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1716	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1717	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1718	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1719	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1720	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1721	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1722	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1723	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1724	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1725	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1726	0	0	1	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_c19_fishcard_1727	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1728	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1729	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1730	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1731	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1732	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1733	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1734	0	0	1	
forward_c19_fishcard_1735	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1736	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1737	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1738	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1739	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;;
forward_c19_fishcard_1740	0	0	1	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
forward_c19_fishcard_1741	0	0	1	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
forward_c19_fishcard_1742	0	0	1	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
forward_c19_fishcard_1743	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1744	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1745	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1746	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1747	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1748	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1749	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1750	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1751	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1752	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1753	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1754	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1755	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_c19_fishcard_1756	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1757	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1758	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1759	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_c19_fishcard_1760	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1761	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1762	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1763	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1764	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1765	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1766	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1767	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
forward_c19_fishcard_1768	0	0	1	
forward_c19_fishcard_1769	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_c19_fishcard_1770	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_c19_fishcard_1771	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
