fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_c19_fishcard_668	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0;family:80.0;genus:80.0;species:80.0;	LC091576.1;FISHCARD_miu_020.1;NC_041097.1;LC091575.1;FISHCARD_miu_660.1
forward_c19_fishcard_669	1	0	0	Unclassified		
forward_c19_fishcard_670	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:78.6666666667;family:78.6666666667;genus:78.6666666667;species:78.6666666667;	FISHCARD_miu_343.1;DQ336169.1;AB969963.1
forward_c19_fishcard_671	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:85.380952381;family:85.380952381;genus:63.8619047619;species:58.4761904762;	FISHCARD_miu_660.1;LC091575.1;LC091576.1;NC_041097.1;FISHCARD_miu_020.1;FISHCARD_miu_267.1;AP009617.1;LC385201.1;AP017957.1;LC499587.1;LC468861.1;LC468860.1;LC020920.1;AB040676.1;KF765500.2;AF417342.1;FISHCARD_miu_268.1;AP011557.1;AP009137.1;LC340033.1
forward_c19_fishcard_672	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.0;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1
forward_c19_fishcard_673	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616297.1
forward_c19_fishcard_674	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:65.6666666667;species:65.6666666667;	FISHCARD_miu_292.1;AY279632.1;FISHCARD_miu_165.1;KY815300.1
forward_c19_fishcard_675	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_291.1;KC136408.1;LC037028.1;AP011062.1
forward_c19_fishcard_676	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.5;species:97.5;	KC136408.1;FISHCARD_miu_291.1;LC037028.1;AP011062.1
forward_c19_fishcard_677	1	0	0	Unclassified		
forward_c19_fishcard_678	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_679	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_680	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_681	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_682	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_683	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_684	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_c19_fishcard_685	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Tetraodontiformes;family:Balistidae;genus:Balistes;species:Balistes polylepis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.8333333333;species:66.3333333333;	AY700239.1;KT600939.1;KT600966.1;KT600941.1;AY700240.1;KT600938.1;AY700238.1;AP009204.1;LC278276.1;LC278277.1;AY700248.1;AP009202.1;KT600929.1;LC499578.1;MG515171.1;AP009206.1;EU108802.1;LC037090.1;KT600947.1;KT600950.1;EU108801.1;AY700242.1;KT600937.1;LC037088.1;KT600940.1;AP009203.1;KT600951.1;KT600985.1;LC499537.1;AP009211.1;KT600987.1;LC499581.1;EU108811.1
forward_c19_fishcard_686	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Beloniformes;family:Exocoetidae;genus:Cheilopogon;species:Cheilopogon spilonotopterus;	superkingdom:100.0;phylum:100.0;class:100.0;order:33.9936785437;family:33.9936785437;genus:33.5962426462;species:14.4829115329;	AP004444.1;KY067950.1;KU315123.1;LC499163.1;KU315127.1;LC499161.1;FJ616343.1;NC_039400.1;FJ616348.1;KR150866.1;LC069580.1;AB470304.1;LC277968.1;KU360729.1;LC277966.1;FISHCARD_miu_085.1;FJ616291.1;MH248165.1;LC499326.1;LC037035.1;KR150867.1;MK100717.1;LC037006.1;JQ729316.1;AF285920.1;FJ616301.1;LC499162.1;AP003091.1;KU360727.1;KY067951.1;NC_031182.1;LC104623.1;FISHCARD_miu_577.1;KU531435.1;KP710215.1;LC104616.1;LC069595.1;LC277964.1;LC277875.1;LC104444.1;KR150875.1;LC104435.1;LC069662.1;AB979697.1;FJ616308.1;JQ707049.1;JQ707056.1;FJ616368.1;LC069654.1;AB979450.1;AB378750.1;FJ616383.1;KJ755565.1;FISHCARD_miu_345.1;AP017897.1;KT215609.1;LC458258.1;LC492374.1;LC091968.1;KP231206.1;LC069537.1;FISHCARD_miu_202.1;LC474184.1;KP313730.1;FJ616363.1;AB969997.1;AB972187.1;AB378749.1;LC069588.1;FISHCARD_miu_160.1;KF879808.1;AY279566.1;AB974596.1;FJ616381.1;AY279618.1;EU601225.1;LC037141.1;KP728467.1;LC069574.1;KR150870.1;LC069573.1;LC069579.1;KT362183.1;LC278117.1;MF621714.1;MF621713.1;MF621712.1;LC277930.1;AB974586.1;KT985048.1;MH465023.1;AY372810.1;AP004427.1;KU530212.1;FISHCARD_miu_406.1;AY279573.1;AY279621.1;LC278010.1;AY279620.1;FISHCARD_miu_189.1
forward_c19_fishcard_687	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Cichliformes;family:Cichlidae;genus:Geophagus;species:Geophagus brasiliensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:34.5482419759;family:34.5482419759;genus:26.9058218415;species:26.9058218415;	DQ854644.1;DQ854627.1;KU315127.1;AB470303.1;DQ854631.1;AB470302.1;KJ510416.1;DQ854634.1;KU315124.1;KU315120.1;DQ854638.1;LC069597.1;DQ854637.1;DQ854642.1;AB972112.1;KU315126.1;AB470305.1;DQ854636.1;KU315123.1;MH248185.1;DQ854632.1;NC_031181.1;AP006035.1;KU315122.1;DQ854626.1;AB470304.1;FISHCARD_miu_532.1;LC026658.1;KY628302.1;KY628301.1;LC069590.1;AP006036.1;AB470301.1;AP017445.1;KY213961.1;LC458151.1;KX298708.1;KR150865.1;LC193250.1;MH248250.1;KU236383.1;LC474195.1;AB969957.1;AB969956.1;JQ707036.1;AP012518.1;LC069589.1;KX686076.1;KY213963.1;AB355909.1;LC385199.1;NC_037220.1;LC458247.1;AB974593.1;LC069567.1;LC069568.1;AB517558.1;LC178322.1;AB972179.1;FJ374786.1;LC178316.1;LC104479.1;AB969928.1;LC178312.1;FISHCARD_miu_579.1;LC178323.1;LC178314.1;LC492390.1;LC178329.1;AB517556.1;LC178326.1;LC178320.1;FISHCARD_miu_240.1;FISHCARD_miu_573.1;LC178310.1;AB517559.2;LC178309.1;FISHCARD_miu_393.1;LC178324.1;MK158067.1;AB972178.1;LC178306.1;LC036999.1;LC492389.1;AB938160.1;LC340187.1;KP704218.1;LC104634.1;MF621710.1;MF621724.1;MH918136.1;MF621725.1;FISHCARD_miu_346.1;FJ616320.1;LC069569.1;FJ616322.1;LC026573.1;KY213962.1;AB974588.1;FJ616339.1
forward_c19_fishcard_688	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:94.2777777778;family:94.2777777778;genus:94.2777777778;species:89.1111111111;	FISHCARD_miu_343.1;DQ336169.1;AB974539.1;KT373795.1;LC049667.1;MF966978.1;MF966979.1;MF966985.1;MF966982.1;MF966980.1;MF966981.1;MF966984.1;MF966983.1;KR075132.1;AB974541.1;KT345965.1;AY372779.1;KJ907732.1;KF815977.1
forward_c19_fishcard_689	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Scombriformes;family:Centrolophidae;genus:Icichthys;species:Icichthys lockingtoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:92.0981240981;species:92.0981240981;	FISHCARD_miu_651.1;LC049686.1;LC049685.1;FISHCARD_miu_088.1;AP012511.1;LC340282.1;AP006037.1;AB972111.1;AB752307.1;AB751624.1;AB969932.1;AB938180.1;KC136576.1;FISHCARD_miu_507.1;LC049844.1;AP005999.1;AP012514.1;FISHCARD_miu_613.1;AB938181.1;AF197152.1;MK802947.1;FJ374798.1;MK802946.1;AF197149.1;AP012945.1;FISHCARD_miu_377.1;LC049695.1;DQ854648.1;LC069542.1
forward_c19_fishcard_690	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Scombriformes;family:Centrolophidae;genus:Icichthys;species:Icichthys lockingtoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5555555556;species:99.5555555556;	LC049685.1;AP012511.1;FISHCARD_miu_088.1;FISHCARD_miu_651.1;LC049686.1;AB752307.1;LC340282.1;AP006037.1;AB972111.1;AB751624.1;AB969932.1;KC136576.1;AB938180.1;AP005999.1;FISHCARD_miu_507.1;LC049844.1;FISHCARD_miu_318.1;LC278034.1;MK802947.1;FISHCARD_miu_377.1;AP012514.1;MK802946.1;LC069542.1
forward_c19_fishcard_691	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Cichliformes;family:Cichlidae;genus:Geophagus;species:Geophagus steindachneri;	superkingdom:100.0;phylum:100.0;class:100.0;order:67.8333333333;family:67.8333333333;genus:62.8333333333;species:62.8333333333;	AP011062.1;LC037028.1;LC069580.1;LC385286.1;KT222896.1;KU144677.1;KT221043.1;JN628854.1;JN628858.1;KU140665.1;KX595333.1;HE961975.1;AY597335.1;NC_037020.1;MG603674.1;AY279620.1;KM658973.1;KT188786.1;LC104617.1;FISHCARD_miu_367.1;KC136509.1;JN628860.1;MH923335.1;LC091607.1;AB938183.1;LC049689.1;JQ707045.1;FJ616353.1;LC104620.1;FISHCARD_miu_319.1;LC104621.1;AP011067.1;LC385177.1;LC385251.1;LC499398.1;MH238073.1;LC091608.1;MH238074.1;AB972109.1;KY379963.1;LC277899.1;KY067947.1;LC277875.1;LC091614.1;LC091616.1;LC091613.1;LC091612.1;LC091603.1;LC091604.1;LC091615.1;FISHCARD_miu_496.1;LC091611.1;LC091610.1;AB095998.1;FISHCARD_miu_075.1;KC878729.1;MH370836.1;MH370837.1;LC021007.1;LC340350.1;KJ645979.1;LC091618.1;LC021010.1;FISHCARD_miu_472.1;LC277864.1;AP012520.1;MH636616.1;LC021009.1;LC492327.1;LC385224.1;LC499351.1;KM282450.1;AP004109.1;LC104700.1;LC458172.1;LC421726.1;LC049775.1
forward_c19_fishcard_692	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;LC037028.1;AP011062.1;KC136444.1;KC136496.1;KC136512.1;KC136488.1;KC136493.1;KC136503.1;KC136413.1;KC136365.1;KC136500.1;KC136463.1;KC136450.1;KC136527.1;LC037027.1;KC136542.1;KC136378.1;KC136525.1;KC136380.1;KC136441.1;KC136480.1;KC136406.1;KC136543.1;KC136451.1;KC136452.1;KC136519.1;KC136478.1;LC037025.1;KC136573.1;KC136402.1;KC136516.1;KC136550.1;KC136505.1;KC136362.1;KC136404.1;KC136398.1;KC136568.1;KC136570.1;KC136382.1;KC136474.1;KC136377.1;KC136540.1;KC136375.1;KC136544.1;KC136418.1;KC136529.1;KC136464.1;KC136391.1;KC136473.1;KC136559.1;KC136524.1;KC136481.1;KC136445.1;KC136502.1;KC136538.1;KC136417.1;KC136479.1;KC136411.1;KC136448.1;KC136414.1;KC136436.1;LC037024.1;FISHCARD_miu_167.1;KC136405.1;KC136497.1;KC136489.1;KC136438.1;KC136366.1;KC136437.1;KC136511.1;KC136514.1;KC136461.1;KC136399.1;KC136416.1;KC136506.1;KC136535.1;KC136373.1;KC136442.1;KC136549.1;KC136537.1;KC136383.1;KC136564.1;KC136447.1;AP011061.1;KC136569.1;KC136565.1;KC136381.1;KC136557.1;KC136369.1;KC136509.1;KC136393.1;KC136454.1;KC136387.1;KC136453.1;KC136548.1;KC136487.1;KC136433.1;AB972197.1
forward_c19_fishcard_693	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	FISHCARD_miu_291.1;KC136408.1;AP011062.1;LC037028.1;KC136496.1;KC136527.1;KC136444.1;LC037027.1;KC136525.1;KC136512.1;KC136493.1;KC136441.1;KC136407.1;KC136406.1;LC037026.1;KC136394.1;KC136450.1;KC136378.1;KC136504.1;KC136413.1;KC136542.1;KC136508.1;KC136463.1;KC136470.1;KC136386.1;KC136380.1;KC136451.1;KC136375.1;KC136404.1;KC136505.1;KC136516.1;KC136573.1;KC136570.1;KC136398.1;KC136499.1;KC136519.1;KC136540.1;KC136531.1;LC037025.1;KC136402.1;KC136362.1;KC136544.1;KC136568.1;KC136456.1;KC136377.1;KC136452.1;KC136428.1;KC136543.1;KC136405.1;KC136453.1;KC136421.1;KC136369.1;KC136557.1;KC136372.1;KC136373.1;KC136461.1;KC136446.1;KC136433.1;KC136578.1;KC136489.1;KC136438.1;KC136572.1;KC136564.1;KC136399.1;KC136502.1;KC136393.1;KC136487.1;KC136363.1;KC136436.1;KC136455.1;KC136565.1;KC136509.1;KC136473.1;KC136426.1;KC136554.1;KC136549.1;KC136497.1;KC136492.1;KC136387.1;KC136400.1;KC136569.1;KC136560.1;KC136535.1;KC136376.1;FISHCARD_miu_167.1;KC136491.1;KC136526.1;KC136454.1;KC136523.1;KC136445.1;KC136468.1;AP011061.1;KC136548.1;KC136416.1;KC136511.1;KC136506.1;KC136537.1;KC136366.1;KC136442.1;KC136414.1
forward_c19_fishcard_694	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	KC136408.1;FISHCARD_miu_291.1;AP011062.1;LC037028.1;AP014538.1;KC136386.1;KC136558.1;KC136409.1;KC136521.1;AY279561.1;KC136450.1;KC136441.1;KC136470.1;LC037026.1;LC037027.1;KC136380.1;EF616895.1;KC136466.1;KC136508.1;KC136496.1;KC136545.1;KC136503.1;KC136527.1;KC136488.1;KC136407.1;KC136384.1;KC136365.1;KC136542.1;KC136512.1;KC136444.1;KC136423.1;LC458161.1;KC136394.1;KC136362.1;KC136382.1;KC136404.1;KC136474.1;KC136550.1;KC136499.1;KC136456.1;KC136402.1;KC136573.1;KC136544.1;KC136516.1;KC136452.1;KC136505.1;KC136531.1;KC136398.1;KC136568.1;KC136451.1;KC136506.1;KC136393.1;KC136445.1;KC136549.1;KC136453.1;KC136511.1;KC136411.1;KC136491.1;KC136468.1;KC136366.1;KC136554.1;KC136438.1;KC136417.1;KC136399.1;KC136541.1;KC136446.1;KC136433.1;KC136578.1;KC136379.1;KC136523.1;KC136387.1;KC136565.1;AB972197.1;KC136363.1;KC136442.1;KC136509.1;KC136548.1;KC136421.1;KC136535.1;KC136556.1;KC136361.1;KC136559.1;KC136436.1;KC136416.1;KC136390.1;KC136448.1;KC136572.1;KC136437.1;KC136484.1;KC136526.1;KC136557.1;KC136473.1;KC136538.1;KC136461.1;KC136479.1;KC136383.1;KC136464.1;DQ336169.1;FISHCARD_miu_343.1;KC136522.1
forward_c19_fishcard_695	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	KC136408.1;FISHCARD_miu_291.1;AP011062.1;LC037028.1;KC136406.1;KC136503.1;KC136470.1;KC136512.1;KC136394.1;KC136450.1;KC136386.1;KC136480.1;LC037026.1;KC136463.1;KC136493.1;KC136504.1;KC136520.1;KC136407.1;KC136508.1;KC136427.1;KC136380.1;KC136542.1;LC458161.1;KC136474.1;KC136516.1;KC136568.1;KC136573.1;KC136362.1;KC136377.1;LC037025.1;KC136422.1;KC136398.1;KC136404.1;KC136402.1;KC136499.1;KC136451.1;KC136505.1;KC136550.1;KC136570.1;KC136540.1;KC136428.1;KC136519.1;KC136382.1;KC136464.1;KC136391.1;KC136549.1;KC136445.1;KC136372.1;KC136453.1;KC136415.1;KC136414.1;KC136565.1;KC136509.1;AP011061.1;KC136559.1;KC136442.1;KC136487.1;KC136437.1;KC136511.1;KC136535.1;KC136468.1;KC136473.1;KC136514.1;KC136557.1;KC136529.1;KC136411.1;KC136446.1;KC136572.1;KC136383.1;KC136481.1;KC136369.1;KC136393.1;KC136361.1;KC136506.1;KC136366.1;KC136373.1;KC136448.1;KC136537.1;KC136438.1;LC037024.1;KC136416.1;KC136548.1;KC136363.1;KC136400.1;KC136538.1;KC136524.1;KC136461.1;KC136554.1;KC136454.1;KC136374.1;KC136574.1;EF616895.1;KC136403.1;KC136556.1;KC136384.1;KC136558.1;KC136423.1;KC136484.1;KC136409.1;KC136532.1
forward_c19_fishcard_696	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	FISHCARD_miu_291.1;KC136408.1;LC037028.1;AP011062.1;KC136573.1;KC136428.1;KC136362.1;KC136452.1;KC136519.1;KC136540.1;KC136404.1;KC136375.1;KC136456.1;KC136570.1;KC136398.1;KC136478.1;KC136550.1;KC136505.1;KC136568.1;KC136382.1;KC136377.1;KC136451.1;KC136516.1;KC136499.1;KC136527.1;KC136394.1;KC136463.1;KC136441.1;KC136427.1;KC136512.1;KC136444.1;KC136413.1;LC037027.1;KC136407.1;LC458161.1;KC136542.1;KC136380.1;LC037026.1;KC136368.1;KC136480.1;KC136450.1;KC136525.1;KC136378.1;KC136520.1;KC136386.1;KC136504.1;KC136529.1;AP006010.1;DQ872160.1;AB972189.1;KC136391.1;KC136416.1;KC136438.1;KC136433.1;KC136454.1;KC136537.1;KC136468.1;KC136383.1;KC136548.1;KC136557.1;KC136366.1;KC136554.1;KC136363.1;KC136564.1;KC136491.1;KC136455.1;KC136399.1;KC136473.1;KC136569.1;KC136514.1;KC136524.1;AB972197.1;KC136381.1;KC136523.1;KC136497.1;KC136560.1;KC136415.1;KC136559.1;KC136502.1;KC136578.1;KC136492.1;AP011061.1;KC136421.1;KC136572.1;KC136414.1;KC136390.1;KC136447.1;KC136509.1;KC136487.1;KC136526.1;KC136436.1;KC136565.1;KC136373.1;KC136489.1;KC136400.1;KC136426.1;KC136393.1;KC136411.1;KC136549.1;KC136417.1
forward_c19_fishcard_697	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.0;species:99.0;	KC136408.1;FISHCARD_miu_291.1;LC037028.1;KC136504.1;KC136380.1;KC136488.1;KC136413.1;KC136444.1;KC136386.1;KC136525.1;KC136406.1;KC136470.1;KC136450.1;LC037027.1;KC136480.1;KC136427.1;KC136407.1;KC136368.1;KC136365.1;KC136503.1;KC136512.1;KC136441.1;KC136527.1;KC136550.1;KC136456.1;KC136377.1;KC136422.1;KC136516.1;KC136428.1;KC136540.1;KC136382.1;KC136505.1;KC136543.1;KC136570.1;KC136573.1;KC136568.1;KC136531.1;KC136398.1;KC136404.1;KC136519.1;KC136384.1;KC136466.1;KC136521.1;EF616895.1;KC136558.1;KC136464.1;KC136391.1;KC136447.1;KC136416.1;KC136565.1;KC136533.1;KC136557.1;KC136526.1;KC136554.1;KC136489.1;KC136578.1;KC136484.1;KC136481.1;KC136436.1;KC136572.1;KC136523.1;KC136537.1;KC136538.1;KC136564.1;KC136390.1;KC136509.1;KC136548.1;KC136502.1;KC136433.1;AP011061.1;KC136376.1;KC136507.1;KC136491.1;KC136549.1;KC136492.1;KC136411.1;KC136446.1;KC136497.1;KC136514.1;KC136361.1;KC136372.1;KC136414.1;KC136383.1;KC136487.1;KC136393.1;KC136468.1;KC136400.1;KC136569.1;KC136461.1;KC136535.1;KC136479.1;AB972197.1;KC136460.1;KC136373.1;KC136417.1;KC136541.1;KC136556.1;KC136379.1;KC136363.1;LC037024.1
forward_c19_fishcard_698	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.6666666667;species:99.6666666667;	FISHCARD_miu_291.1;KC136408.1;LC037028.1;KC136427.1;KC136407.1;KC136542.1;KC136493.1;KC136504.1;KC136480.1;KC136406.1;KC136545.1;KC136441.1;KC136496.1;LC037026.1;KC136470.1;KC136386.1;KC136378.1;KC136463.1;KC136413.1;KC136520.1;KC136365.1;KC136508.1;LC037027.1;KC136404.1;KC136398.1;KC136377.1;KC136499.1;KC136573.1;KC136474.1;LC037025.1;KC136570.1;KC136428.1;KC136543.1;KC136375.1;KC136402.1;KC136516.1;KC136362.1;KC136456.1;KC136505.1;KC136544.1;KC136550.1;KC136451.1;KC136529.1;KC136464.1;KC136391.1;KC136400.1;KC136416.1;KC136445.1;KC136433.1;KC136533.1;KC136523.1;LC037024.1;KC136481.1;KC136468.1;KC136393.1;KC136473.1;KC136414.1;FISHCARD_miu_167.1;KC136560.1;KC136437.1;KC136489.1;KC136538.1;KC136372.1;KC136535.1;KC136502.1;KC136524.1;KC136491.1;KC136497.1;KC136492.1;KC136559.1;KC136376.1;KC136514.1;KC136557.1;KC136455.1;KC136564.1;KC136383.1;KC136447.1;KC136361.1;AB972197.1;KC136363.1;KC136446.1;KC136436.1;KC136381.1;KC136554.1;KC136399.1;KC136448.1;KC136454.1;KC136442.1;KC136405.1;KC136541.1;KC136415.1;KC136390.1;KC136526.1;KC136565.1;KC136366.1;KC136438.1;KC136411.1;KC136511.1;KC136507.1;KC136578.1
forward_c19_fishcard_699	1	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_291.1;KC136408.1;LC037028.1;AP011062.1;KC136542.1;KC136380.1;KC136520.1;KC136386.1;KC136365.1;LC458161.1;KC136493.1;KC136470.1;KC136508.1;KC136545.1;KC136463.1;LC037027.1;KC136480.1;KC136504.1;KC136503.1;KC136488.1;KC136512.1;LC037026.1;KC136407.1;KC136368.1;KC136450.1;KC136516.1;KC136474.1;KC136456.1;KC136404.1;KC136568.1;KC136382.1;KC136377.1;KC136543.1;KC136428.1;KC136540.1;KC136550.1;KC136505.1;KC136398.1;KC136570.1;KC136375.1;KC136519.1;KC136452.1;KC136529.1;KC136409.1;KC136574.1;EF616895.1;KC136384.1;KC136381.1;KC136453.1;KC136369.1;KC136491.1;KC136363.1;KC136361.1;KC136524.1;AB972197.1;KC136502.1;KC136376.1;KC136448.1;KC136454.1;KC136426.1;KC136549.1;KC136554.1;KC136537.1;KC136484.1;KC136416.1;KC136433.1;KC136476.1;KC136509.1;KC136437.1;KC136379.1;KC136533.1;KC136460.1;KC136526.1;KC136411.1;KC136461.1;KC136479.1;KC136468.1;KC136490.1;KC136438.1;KC136372.1;KC136564.1;KC136506.1;KC136523.1;KC136507.1;KC136565.1;KC136414.1;KC136383.1;KC136447.1;KC136541.1;KC136559.1;KC136436.1;KC136412.1;KC136473.1;KC136557.1;EF616891.1;AP011061.1;KC136442.1;KC136487.1;KC136489.1;KC136387.1
